date,moving_average_new_cases,moving_average_new_vaccinations
2021-07-08,0.14285714285714285,848.0
2021-07-09,0.2857142857142857,964.2857142857143
2021-07-10,0.2857142857142857,1066.0
2021-07-11,0.42857142857142855,1153.142857142857
2021-07-12,0.42857142857142855,1225.857142857143
2021-07-13,0.2857142857142857,1202.7142857142858
2021-07-14,0.2857142857142857,1084.0
2021-07-15,0.42857142857142855,969.1428571428571
2021-07-16,0.8571428571428571,862.5714285714286
2021-07-17,1.5714285714285714,764.5714285714286
2021-07-18,1.4285714285714286,675.0
2021-07-19,1.4285714285714286,594.0
2021-07-20,1.4285714285714286,567.4285714285714
2021-07-21,1.5714285714285714,595.2857142857143
2021-07-22,1.4285714285714286,615.8571428571429
2021-07-23,0.8571428571428571,620.1428571428571
2021-07-24,0.42857142857142855,607.8571428571429
2021-07-25,0.7142857142857143,579.1428571428571
2021-07-26,0.7142857142857143,534.0
2021-07-27,0.7142857142857143,472.42857142857144
2021-07-28,0.8571428571428571,394.2857142857143
2021-07-29,1.0,323.42857142857144
2021-07-30,1.0,279.42857142857144
2021-07-31,0.8571428571428571,262.2857142857143
2021-08-01,0.5714285714285714,272.14285714285717
2021-08-02,0.5714285714285714,308.7142857142857
2021-08-03,0.5714285714285714,372.2857142857143
2021-08-04,0.2857142857142857,462.7142857142857
2021-08-05,0.2857142857142857,568.2857142857143
2021-08-06,0.5714285714285714,653.7142857142857
2021-08-07,0.5714285714285714,719.1428571428571
2021-08-08,0.5714285714285714,764.4285714285714
2021-08-09,0.7142857142857143,789.7142857142857
2021-08-10,1.0,794.8571428571429
2021-08-11,1.1428571428571428,779.8571428571429
2021-08-12,1.0,744.7142857142857
2021-08-13,0.7142857142857143,715.4285714285714
2021-08-14,0.5714285714285714,691.8571428571429
2021-08-15,0.7142857142857143,674.1428571428571
2021-08-16,0.5714285714285714,662.1428571428571
2021-08-17,0.5714285714285714,655.8571428571429
2021-08-18,0.42857142857142855,655.5714285714286
2021-08-19,0.42857142857142855,661.0
2021-08-20,0.42857142857142855,666.1428571428571
2021-08-21,0.5714285714285714,671.0
2021-08-22,0.42857142857142855,675.4285714285714
2021-08-23,0.42857142857142855,679.7142857142857
2021-08-24,0.42857142857142855,683.7142857142857
2021-08-25,0.42857142857142855,687.2857142857143
2021-08-26,0.42857142857142855,690.7142857142857
2021-08-27,0.7142857142857143,693.5714285714286
2021-08-28,0.5714285714285714,696.0
2021-08-29,0.7142857142857143,723.4285714285714
2021-08-30,0.8571428571428571,775.8571428571429
2021-08-31,0.5714285714285714,899.7142857142857
